Product,Colour,Picture,Care Instructions
Slim-fit chinos in stretch-cotton gabardine,"Dark Green, Dark Blue, Light Beige, Beige, Dark Brown, White, Grey, Dark Grey, Dark Grey, Black","https://images.hugoboss.com/is/image/boss/hbeu50410310_308_100?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05, https://images.hugoboss.com/is/image/boss/hbeu50410310_308_240?$large$=&fit=crop,1&align=1,1","30°C mild fine wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Chemical dry cleaning P"
Regular-fit suit in stretch cotton,Light Green,"https://images.hugoboss.com/is/image/boss/hbeu50460022_363_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460022_363_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Regular-fit suit in virgin-wool serge,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50456324_021_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50456324_021_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Regular-fit suit in micro-patterned virgin-wool serge,"Black, Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50450409_001_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450409_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Extra-slim-fit suit in a stretch-wool blend,Light Grey,"https://images.hugoboss.com/is/image/boss/hbeu50450678_104_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_361?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450678_104_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Extra-slim-fit three-piece suit in stretch fabric,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50450660_264_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_361?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450660_264_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Extra-slim-fit suit in checked stretch wool,Brown Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50450358_224_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50450358_224_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Three-piece suit in textured virgin wool,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50454380_081_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454380_081_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Slim-fit suit in micro-patterned stretch virgin wool,Black,"https://images.hugoboss.com/is/image/boss/hbeu50460825_001_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460825_001_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Three-piece regular-fit suit in patterned virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50460585_402_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460585_402_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Three-piece slim-fit suit in virgin-wool serge,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50453637_428_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453637_428_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
Regular-fit suit in a stretch-virgin-wool blend,"Light Blue, Dark Blue, Dark Grey, Black","https://images.hugoboss.com/is/image/boss/hbeu50448423_463_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50448423_463_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Slim-fit suit in linen-blend chambray,Beige,"https://images.hugoboss.com/is/image/boss/hbeu50460810_255_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50460810_255_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Regular-fit suit in patterned wool-blend cloth,"Dark Grey, Dark Blue, Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50454850_014_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454850_014_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Super-flex slim-fit suit in a patterned wool blend,"Dark Blue, Blue","https://images.hugoboss.com/is/image/boss/hbeu50454268_405_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50454268_405_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Extra-slim-fit suit in virgin-wool serge,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50453652_061_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453652_061_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Slim-fit suit in virgin-wool serge,Dark Green,"https://images.hugoboss.com/is/image/boss/hbeu50453636_301_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50453636_301_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Low Heat, Gentle chemical dry cleaning P"
Slim-fit suit in patterned virgin-wool serge,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50461030_041_300?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_600?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_350?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_360?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_340?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_341?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_342?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_343?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_240?$large$=&fit=crop,1&align=1,1, https://images.hugoboss.com/is/image/boss/hbeu50461030_041_170?$large$=&fit=crop,1&align=1,1&extendN=0.05,0.05,0.05,0.05","Do Not Wash, Do Not Bleach, Do Not Tumble Dry, Iron Medium Heat, Gentle chemical dry cleaning P"
